"","x"
"2222",1323
"2223",1352
"2224",1332
"2225",1287
"2226",1320
"2227",1361
"2228",1304
"2229",853
"2230",772
"2231",821
"2232",789
"2233",767
"2234",793
"2235",797
"2236",795
"2237",849
"2238",763
"2239",840
"2240",819
"2241",841
"2242",761
"2243",765
"2244",783
"2245",812
"2246",808
"2247",771
"2248",825
"2249",784
"2250",627
"2251",837
"2252",804
"2253",786
"2254",3035
"2255",3038
"2256",3046
"2257",604
"2258",3036
"2259",3067
"2260",3078
"2261",3041
"2262",3081
"2263",3027
"2264",3080
"2265",3033
"2266",3021
"2267",3058
"2268",3018
"2269",3044
"2270",3049
"2271",3073
"2272",3059
"2273",3054
"2274",3065
"2275",3043
"2276",610
"2277",617
"2278",565
"2279",662
"2280",632
"2281",650
"2282",569
"2283",659
"2284",778
"2285",642
"2286",598
"2287",649
"2288",567
"2289",611
"2290",613
"2291",580
"2292",606
"2293",583
"2294",577
"2295",660
"2296",608
"2297",593
"2298",639
"2299",623
"2300",663
"2301",633
"2302",609
"2303",655
"2304",597
"2305",844
"2306",1548
"2307",1472
"2308",811
"2309",595
"2310",616
"2311",646
"2312",566
"2313",562
"2314",636
"2315",647
"2316",570
"2317",590
"2318",624
"2319",626
"2320",645
"2321",630
"2322",592
"2323",603
"2324",1564
"2325",643
"2326",634
"2327",656
"2328",575
"2329",564
"2330",621
"2331",620
"2332",629
"2333",587
"2334",622
"2335",661
"2336",605
"2337",625
"2338",637
"2339",596
"2340",591
"2341",644
"2342",589
"2343",602
"2344",594
"2345",657
"2346",658
"2347",728
"2348",745
"2349",585
"2350",654
"2351",641
"2352",574
"2353",586
"2354",601
"2355",579
"2356",576
"2357",648
"2358",572
"2359",619
"2360",615
"2361",651
"2362",581
"2363",618
"2364",614
"2365",588
"2366",571
"2367",635
"2368",631
"2369",582
"2370",573
"2371",578
"2372",740
"2373",612
"2374",705
"2375",677
"2376",714
"2377",682
"2378",726
"2379",689
"2380",737
"2381",989
"2382",1034
"2383",1048
"2384",1051
"2385",1005
"2386",1041
"2387",973
"2388",1002
"2389",1006
"2390",974
"2391",1049
"2392",1021
"2393",1009
"2394",1003
"2395",960
"2396",1063
"2397",1075
"2398",1033
"2399",1077
"2400",2401
"2401",2441
"2402",2395
"2403",2459
"2404",2470
"2405",2419
"2406",2463
"2407",986
"2408",2408
"2409",2438
"2410",2461
"2411",2465
"2412",2487
"2413",2412
"2414",2466
"2415",2448
"2416",2455
"2417",2398
"2418",2471
"2419",381
"2420",399
"2421",504
"2422",385
"2423",415
"2424",10
"2425",25
"2426",36
"2427",28
"2428",48
"2429",52
"2430",22
"2431",5
"2432",37
"2433",59
"2434",58
"2435",8
"2436",15
"2437",429
"2438",473
"2439",366
"2440",422
"2441",513
"2442",463
"2443",502
"2444",1876
"2445",2456
"2446",2467
"2447",2447
"2448",2399
"2449",1894
"2450",1878
"2451",497
"2452",1913
"2453",1943
"2454",1906
"2455",1900
"2456",1867
"2457",1901
"2458",1912
"2459",1868
"2460",1879
"2461",2293
"2462",1937
"2463",1931
"2464",2324
"2465",2305
"2466",1944
"2467",2321
"2468",477
"2469",512
"2470",426
"2471",485
"2472",2319
"2473",2286
"2474",431
"2475",417
"2476",364
"2477",436
"2478",455
"2479",410
"2480",467
"2481",387
"2482",466
"2483",489
"2484",515
"2485",448
"2486",2283
"2487",2306
"2488",2315
"2489",2312
"2490",2326
"2491",2318
"2492",2323
"2493",2301
"2494",452
"2495",394
"2496",479
"2497",375
"2498",2284
"2499",2288
"2500",2291
"2501",2320
"2502",2287
"2503",2285
"2504",2307
"2505",2297
"2506",2300
"2507",2292
"2508",2289
"2509",2309
"2510",409
"2511",482
"2512",440
"2513",439
"2514",441
"2515",508
"2516",420
"2517",507
"2518",428
"2519",424
"2520",462
"2521",505
"2522",465
"2523",433
"2524",484
"2525",376
"2526",437
"2527",475
"2528",363
"2529",442
"2530",369
"2531",501
"2532",516
"2533",370
"2534",403
"2535",445
"2536",498
"2537",461
"2538",496
"2539",411
"2540",379
"2541",374
"2542",412
"2543",490
"2544",359
"2545",449
"2546",373
"2547",383
"2548",447
"2549",453
"2550",421
"2551",378
"2552",306
"2553",336
"2554",382
"2555",509
"2556",371
"2557",471
"2558",361
"2559",392
"2560",438
"2561",511
"2562",492
"2563",367
"2564",435
"2565",495
"2566",517
"2567",500
"2568",398
"2569",514
"2570",474
"2571",434
"2572",454
"2573",404
"2574",446
"2575",405
"2576",459
"2577",362
"2578",458
"2579",393
"2580",395
"2581",368
"2582",360
"2583",506
"2584",390
"2585",408
"2586",314
"2587",352
"2588",324
"2589",305
"2590",311
"2591",328
"2592",292
"2593",295
"2594",345
"2595",332
"2596",300
"2597",317
"2598",342
"2599",343
"2600",349
"2601",331
"2602",299
"2603",326
"2604",304
"2605",318
"2606",312
"2607",316
"2608",302
"2609",335
"2610",334
"2611",297
"2612",341
"2613",333
"2614",347
"2615",321
"2616",338
"2617",296
"2618",340
"2619",315
"2620",344
"2621",319
"2622",351
"2623",325
"2624",339
"2625",350
"2626",355
"2627",308
"2628",346
"2629",301
"2630",354
"2631",293
"2632",303
"2633",353
"2634",330
"2635",444
"2636",450
"2637",372
"2638",494
"2639",423
"2640",323
"2641",327
"2642",356
"2643",309
"2644",313
"2645",329
"2646",310
"2647",401
"2648",483
"2649",322
"2650",35
"2651",407
"2652",377
"2653",388
"2654",34
"2655",23
"2656",358
"2657",298
"2658",294
"2659",357
"2660",337
"2661",307
"2662",2
"2663",27
"2664",348
"2665",320
"2666",31
"2667",16
"2668",20
"2669",18
"2670",50
"2671",7
"2672",43
"2673",21
"2674",55
"2675",51
"2676",6
"2677",3
"2678",476
"2679",486
"2680",478
"2681",493
"2682",487
"2683",481
"2684",510
"2685",384
"2686",57
"2687",464
"2688",430
"2689",456
"2690",469
"2691",397
"2692",460
"2693",443
"2694",503
"2695",491
"2696",488
"2697",472
"2698",457
"2699",499
"2700",41
"2701",44
"2702",9
"2703",62
"2704",26
"2705",1
"2706",24
"2707",66
"2708",46
"2709",53
"2710",33
"2711",32
"2712",63
"2713",4
"2714",11
"2715",19
"2716",14
"2717",61
"2718",56
"2719",432
"2720",396
"2721",414
"2722",389
"2723",480
"2724",402
"2725",418
"2726",406
"2727",380
"2728",468
"2729",391
"2730",425
"2731",365
"2732",427
"2733",451
"2734",400
"2735",416
"2736",386
"2737",470
"2738",419
"2739",413
"2740",2464
"2741",2400
"2742",2427
"2743",2452
"2744",2425
"2745",2482
"2746",2483
"2747",2410
"2748",2420
"2749",2458
"2750",2446
"2751",45
"2752",42
"2753",2422
"2754",2453
"2755",2454
"2756",2488
"2757",2396
"2758",2402
"2759",2469
"2760",2415
"2761",2474
"2762",2489
"2763",2479
"2764",2477
"2765",2468
"2766",2413
"2767",2405
"2768",2416
"2769",2457
"2770",983
"2771",1069
"2772",1030
"2773",1066
"2774",1073
"2775",975
"2776",990
"2777",961
"2778",2450
"2779",1045
"2780",988
"2781",1044
"2782",964
"2783",1068
"2784",1037
"2785",1074
"2786",970
"2787",1043
"2788",982
"2789",1028
"2790",1059
"2791",1061
"2792",999
"2793",1035
"2794",1016
"2795",993
"2796",1079
"2797",996
"2798",962
"2799",1015
"2800",1052
"2801",1067
"2802",1065
"2803",1011
"2804",1053
"2805",1064
"2806",1008
"2807",1060
"2808",1050
"2809",1046
"2810",965
"2811",994
"2812",1062
"2813",1042
"2814",1047
"2815",991
"2816",981
"2817",1027
"2818",2010
"2819",2075
"2820",2080
"2821",2074
"2822",2034
"2823",2030
"2824",2060
"2825",2097
"2826",2041
"2827",2096
"2828",2057
"2829",1255
"2830",2081
"2831",2071
"2832",2083
"2833",2026
"2834",2031
"2835",2048
"2836",2012
"2837",2056
"2838",2061
"2839",2027
"2840",2086
"2841",2094
"2842",2047
"2843",2025
"2844",2051
"2845",2079
"2846",2068
"2847",2054
"2848",2032
"2849",2073
"2850",2046
"2851",2091
"2852",2049
"2853",2082
"2854",1004
"2855",2053
"2856",969
"2857",1023
"2858",2964
"2859",2985
"2860",2036
"2861",2014
"2862",2062
"2863",2976
"2864",3011
"2865",3012
"2866",2093
"2867",2067
"2868",2069
"2869",2070
"2870",2995
"2871",3006
"2872",2065
"2873",3010
"2874",2984
"2875",2993
"2876",2016
"2877",2039
"2878",2088
"2879",2043
"2880",2019
"2881",2085
"2882",2076
"2883",2037
"2884",2052
"2885",2013
"2886",2247
"2887",2220
"2888",2271
"2889",1801
"2890",2235
"2891",2230
"2892",2253
"2893",2087
"2894",2059
"2895",2024
"2896",2050
"2897",2973
"2898",2214
"2899",2212
"2900",2963
"2901",2273
"2902",2240
"2903",2983
"2904",2989
"2905",2236
"2906",2997
"2907",1170
"2908",2987
"2909",2868
"2910",2853
"2911",2825
"2912",2865
"2913",2897
"2914",2914
"2915",2794
"2916",2917
"2917",2994
"2918",2831
"2919",2996
"2920",2795
"2921",2864
"2922",2899
"2923",2884
"2924",2791
"2925",2900
"2926",2796
"2927",2802
"2928",2792
"2929",2847
"2930",2788
"2931",2885
"2932",2818
"2933",2801
"2934",2811
"2935",2857
"2936",2799
"2937",1949
"2938",1920
"2939",1889
"2940",1930
"2941",1896
"2942",1863
"2943",1925
"2944",1872
"2945",1881
"2946",1908
"2947",1923
"2948",1887
"2949",1910
"2950",1952
"2951",1954
"2952",1907
"2953",1948
"2954",1891
"2955",1947
"2956",1895
"2957",1929
"2958",1873
"2959",1888
"2960",1924
"2961",1857
"2962",1897
"2963",1935
"2964",2889
"2965",2855
"2966",2827
"2967",2806
"2968",2844
"2969",2841
"2970",2851
"2971",2790
"2972",2856
"2973",2823
"2974",2807
"2975",2813
"2976",2907
"2977",2887
"2978",2858
"2979",2898
"2980",2805
"2981",2873
"2982",2918
"2983",2904
"2984",2832
"2985",2874
"2986",2890
"2987",2826
"2988",1898
"2989",1922
"2990",2870
"2991",2893
"2992",1902
"2993",1915
"2994",1864
"2995",1950
"2996",1904
"2997",1884
"2998",1945
"2999",1877
"3000",1893
"3001",2915
"3002",2909
"3003",2886
"3004",1928
"3005",1926
"3006",1871
"3007",1883
"3008",2916
"3009",2905
"3010",2896
"3011",2908
"3012",2881
"3013",2843
"3014",2849
"3015",2850
"3016",2837
"3017",2845
"3018",2822
"3019",2833
"3020",2848
"3021",2834
"3022",2862
"3023",1177
"3024",1163
"3025",2878
"3026",2814
"3027",2836
"3028",2911
"3029",2829
"3030",2828
"3031",2840
"3032",2842
"3033",2861
"3034",2810
"3035",2852
"3036",2871
"3037",2894
"3038",2803
"3039",2835
"3040",1167
"3041",2872
"3042",2901
"3043",2859
"3044",2902
"3045",2891
"3046",2815
"3047",2892
"3048",2793
"3049",2882
"3050",291
"3051",1175
"3052",1161
"3053",1183
"3054",1171
"3055",1166
"3056",289
"3057",1757
"3058",1746
"3059",1745
"3060",1741
"3061",1748
"3062",1744
"3063",1743
"3064",1755
"3065",1751
"3066",1752
"3067",1753
"3068",1837
"3069",1749
"3070",1825
"3071",1818
"3072",1835
"3073",1824
"3074",1797
"3075",1854
"3076",280
"3077",1846
"3078",284
"3079",283
"3080",285
"3081",2279
"3082",2282
"3083",2278
"3084",2280
"3085",1186
"3086",1187
"3087",1193
"3088",1184
"3089",1195
"3090",1196
"3091",1188
"3092",1739
"3093",1159
"3094",1146
"3095",1731
"3096",1732
"3097",2775
"3098",1734
"3099",1152
"3100",1144
"3101",1149
"3102",1155
"3103",1151
"3104",1150
"3105",1157
"3106",1148
"3107",1158
"3108",1153
